FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3006,Administration,4002,Finance and Administration Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2682.00,$2682.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3006,Administration,4002,Finance and Administration Services,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1549.00,$1549.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3010,Developer Services,0,,3 00,9,0311,Projects Administrator,Annual,1,1,$93888.00,$93888.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4010,Code Compliance,1 00,9,9679,Deputy Commissioner,Annual,1,1,$126564.00,$126564.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4010,Code Compliance,3 00,0,2120,Manager of Regulatory Review,Annual,1,1,$118020.00,$118020.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4010,Code Compliance,3 00,9,0313,Assistant Commissioner,Annual,1,1,$105792.00,$105792.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4010,Code Compliance,3 00,9,0311,Projects Administrator,Annual,1,1,$102684.00,$102684.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4032,Records and Freedom of Information,B 08,1,0430,Clerk III,Annual,1,1,$49140.00,$49140.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4032,Records and Freedom of Information,B 10,1,0302,Administrative Assistant II,Annual,1,1,$68028.00,$68028.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4032,Records and Freedom of Information,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$586.00,$586.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4036,Licensing and Registration,B 12,1,0303,Administrative Assistant III,Annual,1,1,$68028.00,$68028.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3011,Licensing and Community Affairs,4036,Licensing and Registration,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$340.00,$340.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,G 08,4,0673,Senior Data Base Analyst,Annual,1,1,$71292.00,$71292.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,B 10,1,0662,Senior Computer Console Operator,Annual,1,1,$68028.00,$68028.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,3 00,0,0601,Director of Information Systems,Annual,1,1,$105060.00,$105060.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,B 12,1,0303,Administrative Assistant III,Annual,1,1,$81948.00,$81948.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,B 10,1,0302,Administrative Assistant II,Annual,1,1,$37248.00,$37248.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4057,Information Systems,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1292.00,$1292.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 13,1,0308,Staff Assistant,Annual,1,1,$74676.00,$74676.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 13,1,0308,Staff Assistant,Annual,1,1,$68028.00,$68028.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 12,1,0303,Administrative Assistant III,Annual,1,1,$81948.00,$81948.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 12,1,0303,Administrative Assistant III,Annual,1,1,$74676.00,$74676.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 10,1,0302,Administrative Assistant II,Annual,2,1,$68028.00,$136056.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 10,1,0302,Administrative Assistant II,Annual,2,1,$59184.00,$118368.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,B 10,1,0302,Administrative Assistant II,Annual,1,1,$56544.00,$56544.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1698.00,$1698.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3012,Information Technology,4059,Data Processing,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$3051.00,$3051.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,G 08,4,5620,Structural Engineer,Annual,1,1,$106836.00,$106836.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,G 09,4,5615,Civil Engineer V,Annual,1,1,$116784.00,$116784.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,G 08,4,5425,Project Manager - Buildings,Annual,7,1,$106836.00,$747852.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,G 08,4,5404,Architect IV,Annual,4,1,$106836.00,$427344.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,G 08,4,5404,Architect IV,Annual,2,1,$84924.00,$169848.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,2 0,32,5151,Electrical Inspector,Monthly,1,1,$8160.00,$97920.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,2 0,41,2184,Ventilation and Furnace Inspector,Monthly,3,1,$7905.73,$284606.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,2 0,14,2135,Cooling Plant Inspector,Monthly,2,1,$8320.00,$199680.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,3 00,4,0310,Project Manager,Annual,1,1,$120732.00,$120732.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,3 00,4,0310,Project Manager,Annual,1,1,$119544.00,$119544.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3381.00,$3381.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$6039.00,$6039.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3015,Plan Review,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$9045.00,$9045.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4071,Voluntary Compliance,3 00,20,2122,Director of Conservation Inspections,Annual,1,1,$115356.00,$115356.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4071,Voluntary Compliance,BX 15,10,1912,Project Coordinator,Annual,1,1,$91476.00,$91476.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,T 17,44,2151,Supervising Building / Construction Inspector,Annual,1,1,$125580.00,$125580.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,T 16,44,2150,Building/Construction Inspector,Annual,1,1,$95088.00,$95088.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$90744.00,$181488.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,3 00,20,2123,Assistant Director of Conservation Inspections,Annual,1,1,$104748.00,$104748.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$85764.00,$85764.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,B 10,1,0302,Administrative Assistant II,Annual,1,1,$62004.00,$62004.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3974.00,$3974.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3016,Code Enforcement,4072,Strategic Task Force,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$739.00,$739.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,3 00,0,2152,Chief Building/Construction Inspector,Annual,1,1,$104748.00,$104748.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 17,44,2151,Supervising Building / Construction Inspector,Annual,1,1,$99552.00,$99552.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 16,44,2150,Building/Construction Inspector,Annual,3,1,$99552.00,$298656.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$95088.00,$190176.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$81900.00,$163800.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 16,44,2150,Building/Construction Inspector,Annual,3,1,$78144.00,$234432.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$74640.00,$149280.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3020,Building Inspection,4060,Building Inspection/Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$18009.00,$18009.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 17,44,2151,Supervising Building / Construction Inspector,Annual,2,1,$119880.00,$239760.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$119880.00,$239760.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,2,1,$109272.00,$218544.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,3,1,$99552.00,$298656.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,1,1,$95088.00,$95088.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,1,1,$90744.00,$90744.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,1,1,$78144.00,$78144.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,T 16,44,2150,Building/Construction Inspector,Annual,5,1,$71232.00,$356160.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4076,New Construction Inspection,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$29483.00,$29483.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4077,Special Inspections Program (PPA),T 17,44,2151,Supervising Building / Construction Inspector,Annual,1,1,$119880.00,$119880.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4077,Special Inspections Program (PPA),T 16,44,2150,Building/Construction Inspector,Annual,2,1,$99552.00,$199104.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4077,Special Inspections Program (PPA),T 16,44,2150,Building/Construction Inspector,Annual,1,1,$95088.00,$95088.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4077,Special Inspections Program (PPA),T 16,44,2150,Building/Construction Inspector,Annual,2,1,$90744.00,$181488.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4077,Special Inspections Program (PPA),1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3948.00,$3948.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4085,Electrical Code Compliance Inspection,3 00,20,5156,Chief Electrical Inspector,Annual,1,1,$106848.00,$106848.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4085,Electrical Code Compliance Inspection,2 0,32,5153,Supervisor of Electrical Inspectors,Monthly,3,1,$8534.00,$307224.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4085,Electrical Code Compliance Inspection,2 0,32,5151,Electrical Inspector,Monthly,20,1,$8160.00,$1958400.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4085,Electrical Code Compliance Inspection,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$26281.00,$26281.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4090,Elevator Code Compliance Inspection,2 0,43,2138,Assistant Chief Elevator Inspector,Monthly,1,1,$10525.13,$126302.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4090,Elevator Code Compliance Inspection,2 0,43,2137,Elevator Inspector,Monthly,12,1,$9906.00,$1426464.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4090,Elevator Code Compliance Inspection,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$12888.00,$12888.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4095,Mechanical Equipment Inspection,2 0,41,2185,Supervising Ventilation and Furnace Inspector,Monthly,1,1,$7978.53,$95742.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4095,Mechanical Equipment Inspection,2 0,41,2184,Ventilation and Furnace Inspector,Monthly,11,1,$7905.73,$1043556.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4095,Mechanical Equipment Inspection,3 00,0,2145,Director of Technical Inspections,Annual,1,1,$97728.00,$97728.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4095,Mechanical Equipment Inspection,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$11393.00,$11393.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4096,Refrigeration Inspections,2 0,14,2136,Supervising Cooling Plant Inspector,Monthly,1,1,$8493.33,$101920.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4096,Refrigeration Inspections,2 0,14,2135,Cooling Plant Inspector,Monthly,6,1,$8320.00,$599040.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4096,Refrigeration Inspections,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$7220.00,$7220.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4100,Boiler Inspections,2 0,24,2105,Boiler Inspector,Monthly,6,1,$8469.07,$609773.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4100,Boiler Inspections,2 0,24,2104,Supervising Boiler Inspector,Monthly,1,1,$8703.07,$104437.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4100,Boiler Inspections,2 0,24,2101,Chief Boiler Inspector,Monthly,1,1,$9360.00,$112320.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4100,Boiler Inspections,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$12811.00,$12811.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4105,Iron Inspections,2 0,46,2164,Iron Inspector,Monthly,4,1,$8008.00,$384384.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4105,Iron Inspections,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$423.00,$423.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4115,Construction Equipment Inspection,2 0,42,7610,Construction Equipment Inspector,Monthly,5,1,$9030.67,$541840.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4115,Construction Equipment Inspection,3 00,0,7606,Chief Construction Equipment Inspector,Annual,1,1,$106848.00,$106848.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3025,Technical Inspections,4115,Construction Equipment Inspection,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$5418.00,$5418.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,G 08,4,5425,Project Manager - Buildings,Annual,1,1,$71292.00,$71292.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,G 08,4,5404,Architect IV,Annual,3,1,$106836.00,$320508.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,2 0,32,5151,Electrical Inspector,Monthly,1,1,$8160.00,$97920.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,B 16,3,2131,Coordinator of Special Projects - Buildings,Annual,1,1,$94200.00,$94200.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,B 10,1,0302,Administrative Assistant II,Annual,1,1,$59184.00,$59184.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$1136.00,$1136.00
Local,67,DEPARTMENT OF BUILDINGS,0100,CORPORATE FUND,1005,BUILDINGS,2005,BUILDINGS,3040,Small Projects,4037,Short Forms,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$2726.00,$2726.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,1 00,9,9970,Commissioner of Business Affairs and Consumer Protection,Annual,1,1,$157092.00,$157092.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,1 00,9,9660,First Deputy Commissioner,Annual,1,1,$120000.00,$120000.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,1 00,9,1651,Office Administrator,Annual,1,1,$61560.00,$61560.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,3 00,0,1430,Policy Analyst,Annual,1,1,$68508.00,$68508.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,G 08,4,0604,Senior Systems Programmer,Annual,1,1,$106836.00,$106836.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,B 08,1,0430,Clerk III,Annual,1,1,$53904.00,$53904.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,$79596.00,$79596.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,3 00,9,0313,Assistant Commissioner,Annual,1,1,$92040.00,$92040.00
Local,70,BACP,0100,CORPORATE FUND,1005,BACP,2005,BACP,3005,Administration,4005,Management,BX 17,10,0304,Assistant to Commissioner,Annual,1,1,$75216.00,$75216.00
